,accepted_timestamp,accepted_lat,accepted_lng,pickup_timestamp,dropped_off_timestamp
37,2021-07-23 21:44:31 UTC,29.522907,-98.47629,2021-07-23 21:47:54 UTC,2021-07-23 22:26:00 UTC
38,2021-07-23 20:10:58 UTC,29.484136,-98.383407,2021-07-23 20:18:37 UTC,2021-07-23 20:23:25 UTC
39,2021-07-23 17:33:12 UTC,29.490967,-98.613132,2021-07-23 17:35:46 UTC,2021-07-23 17:49:44 UTC
40,2021-07-25 02:42:39 UTC,29.532621,-98.566811,2021-07-25 02:44:15 UTC,2021-07-25 02:52:43 UTC
41,2021-07-25 04:39:08 UTC,29.431266,-98.482529,2021-07-25 04:42:32 UTC,2021-07-25 04:50:45 UTC
42,2021-07-25 04:13:38 UTC,29.438398,-98.642051,2021-07-25 04:26:12 UTC,2021-07-25 04:37:42 UTC
43,2021-07-09 02:23:28 UTC,29.41592,-98.46825,2021-07-09 02:28:24 UTC,2021-07-09 02:35:57 UTC
44,2021-07-09 02:41:33 UTC,29.41086,-98.47325,2021-07-09 02:45:01 UTC,2021-07-09 03:12:47 UTC
45,2021-06-28 23:24:42 UTC,29.45041,-98.68213,2021-06-28 23:30:14 UTC,2021-06-28 23:53:19 UTC
46,2021-07-03 20:01:06 UTC,29.479392,-98.523211,2021-07-03 20:06:06 UTC,2021-07-03 20:21:53 UTC
47,2021-07-03 17:19:23 UTC,29.356643,-98.498733,2021-07-03 17:29:12 UTC,2021-07-03 17:46:11 UTC
48,2021-07-17 16:19:08 UTC,29.519844,-98.478015,2021-07-17 16:27:08 UTC,2021-07-17 16:41:22 UTC
49,2021-07-17 18:33:20 UTC,29.517913,-98.453468,2021-07-17 18:46:29 UTC,2021-07-17 18:55:14 UTC
50,2021-07-17 22:08:06 UTC,29.60951,-98.51326,2021-07-17 22:10:46 UTC,2021-07-17 22:28:30 UTC
51,2021-07-17 21:27:07 UTC,29.520264,-98.487278,2021-07-17 21:29:36 UTC,2021-07-17 21:41:24 UTC
52,2021-07-13 16:17:29 UTC,29.33319,-98.5762,2021-07-13 16:24:10 UTC,2021-07-13 16:47:15 UTC
53,2021-07-13 20:23:32 UTC,29.49257,-98.70908,2021-07-13 20:28:25 UTC,2021-07-13 20:39:35 UTC
54,2021-07-13 21:29:43 UTC,29.43914,-98.45504,2021-07-13 21:41:11 UTC,2021-07-13 21:46:27 UTC
55,2021-07-13 19:21:30 UTC,29.56389,-98.59449,2021-07-13 19:32:05 UTC,2021-07-13 19:39:16 UTC
56,2021-07-27 19:21:37 UTC,29.53491,-98.52064,2021-07-27 19:25:49 UTC,2021-07-27 19:49:01 UTC
57,2021-07-27 20:01:23 UTC,29.344146,-98.546968,2021-07-27 20:07:32 UTC,2021-07-27 20:20:56 UTC
58,2021-07-27 20:37:25 UTC,29.434693,-98.494456,2021-07-27 20:42:03 UTC,2021-07-27 20:50:03 UTC
59,2021-07-18 05:48:58 UTC,29.480190000000004,-98.58307,2021-07-18 05:59:01 UTC,2021-07-18 06:08:43 UTC
60,2021-07-18 02:03:32 UTC,29.450570000000003,-98.68339,2021-07-18 02:05:38 UTC,2021-07-18 02:11:27 UTC
61,2021-07-18 06:00:40 UTC,29.442348,-98.543411,2021-07-18 06:09:25 UTC,2021-07-18 06:18:52 UTC
62,2021-07-18 17:09:04 UTC,29.433337,-98.64765,2021-07-18 17:16:23 UTC,2021-07-18 17:33:29 UTC
63,2021-07-18 04:41:32 UTC,29.423196,-98.485357,2021-07-18 04:55:28 UTC,2021-07-18 05:03:23 UTC
64,2021-07-18 05:32:08 UTC,29.399482,-98.511377,2021-07-18 05:35:35 UTC,2021-07-18 05:48:11 UTC
65,2021-07-18 02:52:32 UTC,29.440126,-98.442283,2021-07-18 02:56:38 UTC,2021-07-18 03:05:39 UTC
66,2021-07-18 06:56:22 UTC,29.423919,-98.488563,2021-07-18 07:13:16 UTC,2021-07-18 07:26:32 UTC
67,2021-07-18 05:05:08 UTC,29.367063,-98.460333,2021-07-18 05:13:03 UTC,2021-07-18 05:20:22 UTC
68,2021-07-18 02:14:36 UTC,29.467225,-98.678924,2021-07-18 02:22:31 UTC,2021-07-18 02:47:32 UTC
69,2021-07-08 22:02:22 UTC,29.54867,-98.51016,2021-07-08 22:06:59 UTC,2021-07-08 22:25:34 UTC
70,2021-07-08 03:22:18 UTC,29.62636,-98.61093,2021-07-08 03:25:58 UTC,2021-07-08 03:37:43 UTC
71,2021-07-08 04:32:23 UTC,29.547326,-98.564765,2021-07-08 04:50:36 UTC,2021-07-08 05:04:22 UTC
72,2021-07-08 05:05:13 UTC,29.58033,-98.47636,2021-07-08 05:13:14 UTC,2021-07-08 05:37:56 UTC
73,2021-07-08 02:08:43 UTC,29.478523,-98.6579,,
74,2021-07-08 03:02:03 UTC,29.57516,-98.596,2021-07-08 03:08:50 UTC,2021-07-08 03:18:13 UTC
75,2021-07-08 20:10:23 UTC,29.4514,-98.68311,2021-07-08 20:17:26 UTC,2021-07-08 20:49:49 UTC
76,2021-07-21 20:49:20 UTC,29.516071000000004,-98.464812,2021-07-21 21:02:57 UTC,2021-07-21 21:21:20 UTC
77,2021-07-21 19:13:49 UTC,29.4989,-98.702633,2021-07-21 19:19:27 UTC,2021-07-21 19:43:55 UTC
78,2021-07-29 01:21:36 UTC,29.45121,-98.68341,2021-07-29 01:30:11 UTC,
79,2021-07-15 22:42:21 UTC,29.466085,-98.621948,2021-07-15 22:57:52 UTC,2021-07-15 23:18:31 UTC
80,2021-07-15 19:11:33 UTC,29.43748,-98.68138,2021-07-15 19:17:38 UTC,2021-07-15 19:26:18 UTC
81,2021-07-15 23:46:00 UTC,29.421653000000003,-98.478408,2021-07-15 23:50:07 UTC,2021-07-16 00:00:31 UTC
82,2021-07-15 21:53:37 UTC,29.355743,-98.481239,2021-07-15 22:05:27 UTC,2021-07-15 22:28:47 UTC
