start_time,duration,start_lat,start_lng,end_lat,end_lng
2021-08-26 03:02:51 UTC,1.334722,29.450529,-98.681941,29.481442,-98.603689
2021-07-29 01:19:53 UTC,2.426667,29.450517,-98.682048,29.524271,-98.476965
2021-07-29 03:56:59 UTC,1.392778,29.524269,-98.476977,29.446847,-98.596444
2021-07-29 05:20:40 UTC,0.118333,29.446848,-98.596449,29.444239,-98.664765
2021-07-29 23:25:39 UTC,6.596944,29.43633,-98.690877,29.493104,-98.399919
2021-08-29 00:57:20 UTC,2.000556,29.682259,-98.453978,29.452937,-98.484607
2021-08-29 02:58:04 UTC,1.459444,29.452937,-98.484607,29.610379,-98.489146
2021-08-29 04:48:01 UTC,0.313611,29.549431,-98.510161,29.471311,-98.452828
2021-08-29 05:06:59 UTC,0.398056,29.471311,-98.452828,29.448321,-98.482435
2021-08-29 05:30:52 UTC,2.560556,29.448321,-98.482435,29.576516,-98.608943
2021-09-05 18:47:24 UTC,1.595556,29.435863,-98.691155,29.520454,-98.514983
2021-09-05 20:42:56 UTC,3.089722,29.521266,-98.476087,29.417353,-98.775461
2021-08-30 18:44:08 UTC,2.246667,29.450692,-98.682027,29.551837,-98.666004
2021-08-30 21:12:47 UTC,0.703889,29.528212,-98.668965,29.482315,-98.593067
2021-08-30 21:55:52 UTC,0.001667,29.480411,-98.593515,29.480411,-98.593515
2021-09-04 23:50:44 UTC,8.152222,29.450511,-98.683353,29.489699,-98.5191
2021-09-04 15:52:05 UTC,1.783611,29.431352,-98.726646,29.403077,-98.541886
2021-09-04 00:27:26 UTC,3.038333,29.466117,-98.508296,29.483453,-98.526953
2021-07-28 21:41:55 UTC,1.304722,29.470447,-98.621214,29.435581,-98.708463
2021-07-28 20:29:51 UTC,1.000556,29.450654,-98.683458,29.470041,-98.621298
2021-10-22 21:09:03 UTC,2.357222,29.443579,-98.570857,29.413893,-98.48206
2021-10-22 19:54:29 UTC,1.144444,29.436475,-98.644653,29.443403,-98.570854
2021-07-10 22:40:06 UTC,2.373333,29.571005,-98.517028,29.562599,-98.637487
2021-07-10 20:05:04 UTC,0.076111,29.571616,-98.516675,29.604975,-98.508362
2021-07-10 18:31:30 UTC,1.445833,29.490969,-98.709916,29.570267,-98.516334
2021-10-05 21:00:58 UTC,3.326667,29.436071,-98.690928,29.420938,-98.488025
2021-11-14 06:40:56 UTC,0.099167,29.584932,-98.624432,29.538373,-98.681378
2021-11-14 06:06:16 UTC,0.575,29.495202,-98.554292,29.584932,-98.624432
2021-11-14 02:37:24 UTC,3.258056,29.524986,-98.476812,29.505954,-98.557209
2021-11-14 01:34:34 UTC,0.822222,29.604235,-98.465253,29.528095,-98.475621
2021-11-14 00:07:11 UTC,1.383056,29.459058,-98.478121,29.605083,-98.464727
2021-10-07 20:39:26 UTC,0.001111,29.495784,-98.620952,29.495784,-98.620952
2021-10-07 21:02:15 UTC,3.438889,29.491534,-98.611887,29.357888,-98.536471
2021-08-19 18:33:16 UTC,1.957778,29.435863,-98.69135,29.527056,-98.472662
2021-08-19 20:44:34 UTC,2.061389,29.522734,-98.476179,29.480506,-98.601386
2021-08-19 23:27:17 UTC,3.355833,29.481199,-98.5952,29.505055,-98.550493
2021-10-04 20:11:03 UTC,0.153333,29.51082,-98.691321,29.493774,-98.704099
2021-10-04 17:52:34 UTC,2.295556,29.589551,-98.624205,29.51082,-98.691321
2021-11-08 23:41:27 UTC,2.973611,29.475272,-98.380667,29.526669,-98.600435
2021-11-08 21:54:37 UTC,1.468333,29.563493,-98.333407,29.476797,-98.371376
2021-11-08 21:28:38 UTC,0.250833,29.530362,-98.366304,29.56282,-98.33078
2021-11-08 18:50:10 UTC,2.633611,29.435382,-98.692753,29.530291,-98.367324
2021-11-08 18:42:07 UTC,0.001111,29.436464,-98.692297,29.435783,-98.690578
2021-09-03 00:11:19 UTC,0.086667,29.488941,-98.610531,29.461274,-98.623469
2021-09-03 21:28:15 UTC,2.815833,29.45051,-98.683564,29.464726,-98.507857
2021-07-31 19:09:57 UTC,2.305,29.437952,-98.648808,29.397723,-98.514268
2021-07-31 21:53:36 UTC,3.657778,29.406912,-98.510832,29.521334,-98.582878
2021-07-25 05:18:54 UTC,0.307222,29.358743,-98.477775,29.445045,-98.665953
2021-07-25 01:49:08 UTC,3.493611,29.450358,-98.682189,29.358737,-98.477775
2021-09-02 18:27:27 UTC,0.538056,29.435789,-98.691245,29.457589,-98.625818
2021-09-02 19:16:58 UTC,4.225,29.46138,-98.621977,29.484069,-98.684986
2021-09-02 23:56:58 UTC,0.2375,29.491244,-98.702534,29.488941,-98.610531
2021-07-12 23:42:48 UTC,0.477778,29.523554,-98.476241,29.519849,-98.57179
2021-07-12 20:24:46 UTC,2.738889,29.505828,-98.458719,29.605343,-98.506362
2021-07-12 16:51:14 UTC,3.344444,29.435785,-98.691378,29.523626,-98.45322
2021-07-12 01:01:55 UTC,0.192222,29.519016,-98.494876,29.444012,-98.66444
2021-11-19 00:08:19 UTC,0.708611,29.480866,-98.594773,29.519049,-98.731194
2021-11-19 00:55:52 UTC,1.988333,29.520221,-98.732256,29.419293,-98.496424
2021-11-19 02:59:00 UTC,4.591944,29.419221,-98.495918,29.395978,-98.493879
2021-10-21 00:54:42 UTC,2.878611,29.4489377,-98.6854176,29.694939,-98.099081
2021-10-21 18:40:32 UTC,0.046111,29.5062105,-98.6282043,29.515523,-98.6348
2021-09-11 03:53:36 UTC,0.953333,28.935593,-98.560056,29.429057,-98.500562
2021-11-24 21:06:33 UTC,3.081944,29.437976,-98.649732,29.453359,-98.487712
2021-11-24 20:12:42 UTC,0.847222,29.436423,-98.686782,29.43869,-98.648957
2021-11-24 05:33:44 UTC,2.625,29.495533,-98.554483,29.538331,-98.382203
2021-11-24 02:31:43 UTC,2.73,29.799029,-98.017611,29.503814,-98.562562
2021-11-24 02:27:17 UTC,0.073889,29.84817,-97.962984,29.799029,-98.017611
2021-11-24 01:56:45 UTC,0.500278,30.233748,-97.74233,29.854741,-97.955699
2021-11-24 01:45:41 UTC,,30.22617,-97.744656,30.22617,-97.744656
2021-11-21 00:24:13 UTC,0.983889,29.437641,-98.682737,29.418372,-98.48688
2021-11-21 01:30:28 UTC,0.151111,29.418358,-98.48691,29.422876,-98.480788
2021-11-21 01:46:01 UTC,0.510278,29.516697,-98.47791,29.609893,-98.464233
2021-08-03 21:01:34 UTC,3.350278,29.521142,-98.476083,29.516415,-98.407601
2021-08-03 19:36:58 UTC,1.214167,29.489152,-98.622428,29.522076,-98.476764
2021-08-03 00:03:31 UTC,0.1925,29.615884,-98.605423,29.510416,-98.696979
2021-08-03 00:03:21 UTC,0.001111,29.616054,-98.605025,29.615938,-98.60532
2021-07-01 21:21:58 UTC,2.580556,29.444671,-98.476666,29.457029,-98.636656
2021-07-01 19:57:50 UTC,1.318056,29.647814,-98.426558,29.444153,-98.476391
2021-07-01 18:45:43 UTC,0.716111,29.5188,-98.57407,29.646264,-98.426777
2021-07-01 17:37:35 UTC,1.083889,29.490192,-98.621861,29.518818,-98.574081
2021-10-23 20:50:42 UTC,3.211667,29.436515,-98.687049,29.672373,-98.485603
2021-10-23 01:31:29 UTC,5.823333,29.400821,-98.511254,29.406839,-98.648226
2021-10-23 00:20:58 UTC,1.118611,29.436236,-98.495773,29.400821,-98.511254
2021-07-15 19:07:10 UTC,4.195,29.435635,-98.691392,29.424589,-98.488894
2021-07-15 23:30:19 UTC,0.506111,29.424676,-98.488913,29.377638,-98.458772
2021-09-22 18:17:27 UTC,2.469722,29.435675,-98.691301,29.361366,-98.727228
2021-09-22 20:56:13 UTC,1.025833,29.375106,-98.729187,29.428047,-98.487438
2021-09-22 21:57:53 UTC,0.066389,29.428047,-98.487438,29.437435,-98.491519
2021-07-08 03:01:45 UTC,3.564722,29.576206,-98.597344,29.440058,-98.523184
2021-07-08 06:35:47 UTC,0.550278,29.439865,-98.523251,29.493497,-98.373229
2021-07-08 07:08:56 UTC,0.688056,29.493682,-98.373195,29.444285,-98.664803
2021-07-08 20:08:02 UTC,3.175278,29.450417,-98.682136,29.509322,-98.383337
2021-07-08 23:54:13 UTC,3.628889,29.515009,-98.395979,29.42162,-98.409368
2021-08-28 22:11:00 UTC,2.440833,29.587956,-98.632795,29.692947,-98.461037
2021-08-28 20:06:28 UTC,1.750833,29.449036,-98.685174,29.576687,-98.63223
2021-08-04 02:16:31 UTC,0.005833,29.438519,-98.476917,29.438293,-98.470264
2021-08-04 00:39:04 UTC,1.618889,29.516704,-98.410197,29.439044,-98.47962
2021-08-04 02:18:02 UTC,0.397222,29.439085,-98.452839,29.533581,-98.412644
2021-08-04 02:47:17 UTC,1.643333,29.532897,-98.411675,29.401538,-98.641461
2021-08-04 04:25:59 UTC,0.143889,29.401533,-98.641462,29.441759,-98.661991
2021-07-23 22:26:24 UTC,0.500278,29.599274,-98.279335,29.505876,-98.545557
2021-07-23 19:01:02 UTC,3.421111,29.538475,-98.586076,29.599273,-98.279335
2021-07-23 17:12:43 UTC,1.669167,29.450688,-98.683135,29.538436,-98.5861
2021-10-17 02:08:09 UTC,2.611944,29.549042,-98.509785,29.364626,-98.456386
2021-09-17 20:36:13 UTC,2.366111,28.956714,-98.486741,29.426437,-98.490598
2021-09-17 20:23:27 UTC,0.072222,28.928762,-98.529767,28.957081,-98.489511
2021-09-17 01:13:16 UTC,3.330556,29.398283,-98.43745,29.547283,-98.39049
2021-11-23 23:59:34 UTC,1.768611,29.648267,-98.449683,30.22617,-97.744656
2021-11-23 20:28:44 UTC,3.205278,29.450503,-98.681767,29.648096,-98.463542
2021-11-12 00:49:54 UTC,0.145556,29.510324,-98.578262,29.485245,-98.604019
2021-11-12 01:04:01 UTC,1.114167,29.483879,-98.605985,29.43787,-98.675422
2021-11-12 21:20:04 UTC,2.958056,29.435787,-98.691436,29.419651,-98.544245
2021-07-24 20:20:47 UTC,0.491111,29.456915,-98.674567,29.43277,-98.48284
2021-07-24 19:27:11 UTC,0.792778,29.435907,-98.691461,29.460005,-98.670725
2021-07-24 05:57:11 UTC,0.386111,29.314874,-98.384354,29.444857,-98.665654
2021-07-24 02:10:10 UTC,3.780278,29.450487,-98.682075,29.314866,-98.384366
2021-10-08 01:04:43 UTC,2.086667,29.356669,-98.53311,29.676254,-98.09975
2021-10-08 18:50:35 UTC,1.395833,29.435673,-98.691409,29.403426,-98.626854
2021-10-08 20:22:31 UTC,1.473611,29.403396,-98.626727,29.508274,-98.564559
2021-10-08 21:51:22 UTC,0.020833,29.508157,-98.564503,29.511386,-98.567525
2021-10-08 22:02:48 UTC,1.682778,29.51882,-98.560426,29.653418,-98.443407
2021-10-08 23:50:58 UTC,0.873056,29.653487,-98.445215,29.621584,-98.462722
2021-11-26 19:39:47 UTC,4.700556,29.435988,-98.6913,29.468452,-98.453066
2021-07-18 02:03:20 UTC,5.546389,29.450574,-98.68339,29.510844,-98.549362
2021-07-18 17:01:04 UTC,2.744444,29.435632,-98.691168,29.419558,-98.806592
2021-10-13 23:24:04 UTC,1.061667,29.530962,-98.560433,29.434572,-98.486999
2021-10-13 22:07:07 UTC,1.019167,29.485317,-98.646162,29.530983,-98.560105
2021-10-13 20:56:58 UTC,1.104444,29.435373,-98.691321,29.485372,-98.646056
2021-07-19 01:42:31 UTC,3.893333,29.45051,-98.683335,29.555468,-98.404067
2021-10-16 22:30:16 UTC,3.355833,29.450264,-98.683147,29.549072,-98.508697
2021-10-16 18:51:29 UTC,2.188611,29.441904,-98.666244,29.464818,-98.697085
2021-10-16 00:59:45 UTC,0.015278,29.289782,-98.74408,29.289782,-98.74408
2021-10-16 00:59:30 UTC,0.001667,29.289782,-98.74408,29.289782,-98.74408
2021-08-02 18:50:07 UTC,5.204722,29.435692,-98.691328,29.616326,-98.604688
2021-07-30 06:03:44 UTC,0.000833,29.49479,-98.40041,29.495261,-98.400312
2021-07-30 06:03:53 UTC,0.328056,29.49568,-98.400237,29.442268,-98.662466
2021-07-30 18:45:38 UTC,2.419167,29.434625,-98.703221,29.539562,-98.420703
2021-07-30 21:10:53 UTC,0.001111,29.539563,-98.420727,29.539583,-98.420748
2021-07-30 21:11:04 UTC,0.353056,29.539603,-98.420759,29.492098,-98.557663
2021-10-14 22:19:50 UTC,3.080278,29.450404,-98.682117,29.884581,-97.938783
2021-10-14 18:26:11 UTC,2.514167,29.441464,-98.664592,29.528048,-98.476067
2021-10-14 00:57:04 UTC,0.180278,29.509272,-98.535157,29.438809,-98.658389
2021-10-14 00:30:45 UTC,0.436389,29.434572,-98.486999,29.507831,-98.535156
2021-07-11 18:19:07 UTC,0.256667,29.4891,-98.622475,29.470984,-98.621434
2021-07-11 18:37:15 UTC,1.784444,29.471168,-98.621349,29.526418,-98.472111
2021-07-11 20:39:51 UTC,2.659444,29.523555,-98.476275,29.528109,-98.474029
2021-07-11 23:26:20 UTC,1.591111,29.521884,-98.476722,29.519017,-98.495108
2021-11-17 23:01:12 UTC,2.359722,29.441515,-98.666345,29.535153,-98.564039
2021-11-17 22:35:50 UTC,0.015833,29.435651,-98.690718,29.436082,-98.686287
2021-10-20 00:11:08 UTC,3.292778,29.665212,-98.633995,29.608275,-98.485505
2021-10-20 16:12:46 UTC,0.020556,29.435726,-98.691251,29.435842,-98.690999
2021-10-20 16:15:26 UTC,0.565833,29.435898,-98.690736,29.428798,-98.567735
2021-10-20 16:49:35 UTC,0.390278,29.428798,-98.567735,29.490615,-98.552703
2021-10-20 18:51:07 UTC,0.663889,29.490615,-98.552703,29.582898,-98.594824
2021-10-20 19:31:22 UTC,0.500278,29.582898,-98.594824,29.548856,-98.663408
2021-09-21 20:40:07 UTC,0.110278,29.596566,-98.28384,29.555307,-98.348289
2021-09-21 21:03:02 UTC,1.725278,29.550636,-98.354818,29.51523,-98.536166
2021-09-21 23:00:13 UTC,1.159167,29.512538,-98.53538,29.415446,-98.499163
2021-09-21 17:00:20 UTC,2.773611,29.450515,-98.681681,29.565706,-98.280601
2021-09-21 19:52:06 UTC,0.703889,29.563539,-98.284524,29.575371,-98.260375
2021-08-23 21:16:51 UTC,3.067778,29.555795,-98.347595,29.311014,-98.395615
2021-08-23 18:09:18 UTC,2.085,29.534741,-98.681365,29.701464,-98.124848
2021-08-23 17:06:06 UTC,0.885556,29.504556,-98.617569,29.53215,-98.683295
2021-07-17 22:42:11 UTC,0.2325,29.541663,-98.528159,29.446841,-98.674365
2021-07-17 22:42:01 UTC,0.001111,29.551429,-98.541161,29.541548,-98.528103
2021-07-17 19:30:25 UTC,3.114444,29.521491,-98.475845,29.551427,-98.541166
2021-07-17 18:14:12 UTC,1.075833,29.44246,-98.478631,29.520661,-98.476823
2021-07-17 15:40:04 UTC,2.262778,29.450711,-98.683206,29.452471,-98.482735
2021-07-16 00:25:45 UTC,0.009167,29.375138,-98.455776,29.375158,-98.455788
2021-07-16 00:27:31 UTC,0.793333,29.375153,-98.455847,29.438412,-98.483816
2021-07-16 01:15:16 UTC,0.305556,29.438622,-98.484062,29.437835,-98.654004
2021-08-20 18:08:11 UTC,3.001111,29.450565,-98.683545,29.438752,-98.675113
2021-10-10 23:52:14 UTC,1.743333,29.443115,-98.642418,29.802811,-98.751986
2021-10-10 21:26:39 UTC,2.278611,29.447575,-98.710187,29.443084,-98.641799
2021-10-10 19:40:47 UTC,1.5925,29.435502,-98.691131,29.447918,-98.710982
2021-09-07 17:41:06 UTC,4.685278,29.436665,-98.710151,29.425078,-98.478505
2021-08-24 00:22:30 UTC,0.306389,29.312158,-98.397832,29.444481,-98.664893
2021-08-21 01:57:39 UTC,3.510556,29.450558,-98.682407,29.521025,-98.510302
2021-08-21 15:59:25 UTC,1.270556,29.473333,-98.613957,29.466085,-98.578612
2021-11-22 17:52:07 UTC,2.715,29.451182,-98.682543,29.528176,-98.474353
2021-11-22 20:48:47 UTC,2.566944,29.520833,-98.476191,29.577395,-98.47126
2021-11-22 23:22:55 UTC,0.244444,29.577893,-98.47243,29.524799,-98.49913
2021-10-26 00:07:46 UTC,1.015,29.408927,-98.494834,29.397341,-98.534145
2021-07-03 21:08:52 UTC,3.086667,29.466815,-98.621114,29.444065,-98.479154
2021-07-03 17:53:04 UTC,2.483333,29.436142,-98.49578,29.470067,-98.619681
2021-07-03 17:10:35 UTC,0.611389,29.354142,-98.493322,29.435522,-98.495709
2021-07-03 16:08:00 UTC,1.030833,29.450643,-98.683338,29.354155,-98.493325
2021-07-03 00:44:48 UTC,0.249444,29.517167,-98.505068,29.444538,-98.665169
2021-10-19 17:04:29 UTC,1.344444,29.435681,-98.691332,29.526286,-98.476887
2021-10-19 18:33:52 UTC,1.628056,29.522697,-98.476818,29.482104,-98.536383
2021-10-19 20:19:22 UTC,3.208333,29.485619,-98.534455,29.641511,-98.618752
2021-11-20 04:17:43 UTC,2.553889,29.520826,-98.475925,29.505653,-98.547233
2021-11-20 00:21:30 UTC,3.716111,29.435686,-98.691252,29.527513,-98.472959
2021-06-28 23:59:14 UTC,0.243333,29.516704,-98.598411,29.489934,-98.568129
2021-06-28 23:24:30 UTC,0.484444,29.450365,-98.682105,29.518108,-98.599474
2021-06-28 18:36:00 UTC,0.6225,29.48856,-98.447054,29.449881,-98.683824
2021-06-28 18:34:19 UTC,0.008611,29.48858,-98.447069,29.488568,-98.447017
2021-06-28 17:05:43 UTC,0.001944,29.518969,-98.461319,29.518969,-98.461324
2021-11-27 22:28:29 UTC,2.250556,29.536304,-98.586823,29.54725,-98.509992
2021-11-27 19:33:46 UTC,2.548056,29.44894,-98.685354,29.628536,-98.611674
2021-11-27 06:13:20 UTC,0.514444,29.418953,-98.590476,29.42369,-98.649208
2021-11-27 04:55:06 UTC,1.136944,29.45607,-98.434866,29.418744,-98.48835
2021-11-27 03:38:22 UTC,1.278056,29.376766,-98.456881,29.45607,-98.434866
2021-11-27 03:28:45 UTC,0.045833,29.421328,-98.481024,29.376214,-98.457545
2021-11-27 00:33:08 UTC,2.442778,29.473711,-98.462597,29.422877,-98.486972
2021-11-28 01:03:14 UTC,0.524722,29.549806,-98.509908,29.436364,-98.483767
2021-11-28 01:39:26 UTC,1.810278,29.436298,-98.483756,29.520432,-98.50262
2021-11-28 03:35:52 UTC,2.346667,29.520835,-98.476215,29.506494,-98.413326
2021-11-28 21:59:05 UTC,2.523333,29.441694,-98.66682,29.517158,-98.47692
2021-07-04 01:20:32 UTC,1.843333,29.443497,-98.479235,29.393139,-98.404295
2021-07-04 03:11:19 UTC,0.369444,29.393139,-98.404294,29.444792,-98.665332
2021-07-04 16:20:23 UTC,2.160278,29.449076,-98.685157,29.517458,-98.753349
2021-07-04 18:32:08 UTC,0.750278,29.517276,-98.753026,29.462617,-98.690514
2021-07-27 23:25:04 UTC,0.603056,29.522678,-98.476289,29.440522,-98.670896
2021-07-27 21:55:28 UTC,1.485833,29.48777,-98.525705,29.522678,-98.476289
2021-07-27 20:22:32 UTC,0.472778,29.430847,-98.502349,29.431362,-98.50515
2021-07-27 18:30:35 UTC,1.85,29.515032,-98.635104,29.431018,-98.502097
2021-07-27 18:27:55 UTC,0.013056,29.515102,-98.635085,29.515049,-98.635152
2021-07-02 01:56:33 UTC,3.645833,29.45036,-98.682143,29.374013,-98.611947
2021-07-02 17:38:13 UTC,2.830556,29.434896,-98.690835,29.442448,-98.661375
2021-07-02 20:44:38 UTC,3.6,29.442731,-98.661504,29.517907,-98.504348
2021-10-11 01:45:49 UTC,1.242778,29.760759,-98.712209,29.409721,-98.445148
2021-10-11 17:30:25 UTC,1.39,29.450593,-98.68352,29.494137,-98.384004
2021-10-11 19:24:38 UTC,1.120833,29.496316,-98.384144,29.462058,-98.473596
2021-10-11 20:45:03 UTC,0.856944,29.463165,-98.476048,29.433586,-98.445898
2021-10-11 21:38:13 UTC,0.794722,29.428613,-98.44745,29.565314,-98.586043
2021-10-11 22:27:14 UTC,3.666389,29.565972,-98.586213,29.37677,-100.90009
2021-10-15 01:24:39 UTC,,29.884581,-97.938783,29.884581,-97.938783
2021-10-15 20:12:46 UTC,0.949167,29.231827,-98.475026,29.387574,-98.511317
2021-10-15 21:11:39 UTC,3.766389,29.38757,-98.511246,29.28768,-98.743959
2021-08-27 02:59:19 UTC,1.414167,29.450391,-98.681968,29.498346,-98.551139
2021-09-15 23:31:44 UTC,0.3225,29.683511,-98.474259,29.534127,-98.488989
2021-09-15 22:09:05 UTC,1.372778,29.521295,-98.476142,29.683513,-98.47426
2021-09-15 20:21:27 UTC,1.470556,29.454508,-98.483495,29.52639,-98.472209
2021-09-15 18:09:00 UTC,2.036944,29.450382,-98.683545,29.455021,-98.483201
2021-08-01 01:42:37 UTC,0.873056,29.521203,-98.580413,29.417017,-98.635322
2021-11-13 00:51:25 UTC,2.208611,29.404397,-98.628634,29.486683,-98.536887
2021-11-13 03:14:36 UTC,1.435833,29.487875,-98.537165,29.427033,-98.43458
2021-11-13 04:47:14 UTC,1.342778,29.426621,-98.434624,29.356624,-98.506366
2021-11-13 06:08:44 UTC,2.262778,29.355389,-98.50383,29.485406,-98.415645
2021-11-13 08:27:31 UTC,1.781389,29.485408,-98.415632,29.451266,-98.486545
2021-11-13 22:57:47 UTC,0.706111,29.435846,-98.691121,29.422164,-98.484085
2021-10-24 00:18:24 UTC,1.883333,29.642749,-98.481332,29.346138,-98.549267
2021-10-24 02:39:10 UTC,3.063056,29.356175,-98.525168,29.528718,-98.502335
2021-10-24 05:47:36 UTC,0.001389,29.528845,-98.501483,29.528992,-98.501216
2021-10-24 05:47:46 UTC,0.568889,29.528945,-98.501308,29.434945,-98.678022
2021-09-10 23:29:33 UTC,0.579167,29.536164,-98.566493,29.218792,-98.416311
2021-09-10 23:28:02 UTC,0.019167,29.536164,-98.566493,29.536164,-98.566493
2021-09-10 20:33:56 UTC,2.889167,29.450466,-98.681822,29.536164,-98.566493
2021-09-10 18:58:23 UTC,1.112222,29.489096,-98.622472,29.47999,-98.704684
2021-09-10 17:45:17 UTC,0.806111,29.491231,-98.611655,29.477785,-98.644556
2021-11-09 22:17:56 UTC,1.187778,29.439506,-98.674204,29.486114,-98.453389
2021-11-09 04:33:27 UTC,0.058611,29.48049,-98.711058,29.471683,-98.696407
2021-11-09 03:50:37 UTC,0.710833,29.520658,-98.602415,29.482744,-98.711356
